,index_x,completed_at,created_at,destination_address,destination_latitude,destination_longitude,duration,origin_address,origin_latitude,origin_longitude,origin_timestamp,ride_id,wait_time,date,month,day_of_week,orig_hour,orig_min,tot_orig_min,orig_sec,dropoff_hour,dropoff_min,drop_sec,pending_time,pickup_lat,pickup_long,pickup_time,dropoff_lat,dropoff_long,dropoff_time,cancel_time,noshow_time,noshow_trip,pickup_hour,pickup_min,pickup_sec,driver,vehicle,completed_trip,orig_lat_round_str,orig_lng_round_str,dest_lat_round_str,dest_lng_round_str,stringOrigCoords,stringDestCoords,origin_address_geocode,destination_address_geocode,USE_orig_lat,USE_orig_long,USE_dest_lat,USE_dest_long,old_origin_poi,origin_poi,old_destination_poi,destination_poi,pending_sec,od_pair,timePeriod1
15376,15425,2019-07-15 08:53:31-04:00,2019-07-15 08:47:59-04:00,TownePlace Suites Pittsburgh Airport,40.4550336,-80.1725973,332.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:48:00-04:00,4713213,0.0,2019-07-15,7,Monday,8,48,528,31680,8,53,32011,2019-07-15 08:47:59-04:00,40.45299845,-80.16808868,2019-07-15 08:47:59-04:00,40.45526006,-80.17273829,2019-07-15 08:53:31-04:00,,,0,8.0,47.0,31679.0,actadriver1,2008,1,40.4528,-80.1683,40.455,-80.1726,"40.4522, -80.1676","40.4548, -80.1724","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1006 Sutherland Dr, Robinson Township, PA 15205, USA",40.4522,-80.1676,40.4548,-80.1724,3,3,8.0,8,31679,"3, 8",08:45:00
15381,15430,2019-07-15 07:12:11-04:00,2019-07-15 07:07:43-04:00,TownePlace Suites Pittsburgh Airport,40.4550336,-80.1725973,268.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:07:43-04:00,4712935,0.0,2019-07-15,7,Monday,7,7,427,25663,7,12,25931,2019-07-15 07:07:43-04:00,40.45298517,-80.16808994,2019-07-15 07:07:43-04:00,40.45523659,-80.17273804,2019-07-15 07:12:11-04:00,,,0,7.0,7.0,25663.0,actadriver1,2008,1,40.4528,-80.1683,40.455,-80.1726,"40.4522, -80.1676","40.4548, -80.1724","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1006 Sutherland Dr, Robinson Township, PA 15205, USA",40.4522,-80.1676,40.4548,-80.1724,3,3,8.0,8,25663,"3, 8",07:00:00
15626,15676,2019-07-15 21:24:38-04:00,2019-07-15 21:06:05-04:00,Atrium Innovations - Boyce Road,40.43147020000001,-80.14048309999998,994.0,IKEA,40.452779,-80.16833000000003,2019-07-15 21:06:05-04:00,4716663,119.0,2019-07-15,7,Monday,21,6,1266,75965,21,24,77078,2019-07-15 21:06:05-04:00,40.45298563,-80.16810075,2019-07-15 21:08:04-04:00,40.43012491,-80.13404005,2019-07-15 21:24:38-04:00,,,0,21.0,8.0,76084.0,actadriver1,2008,1,40.4528,-80.1683,40.4315,-80.1405,"40.4522, -80.1676","40.4317, -80.1417","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","600 Boyce Rd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4317,-80.1417,3,3,77.0,77,75965,"3, 77",21:00:00
16019,16073,2019-07-15 06:20:25-04:00,2019-07-15 05:31:46-04:00,Atrium Innovations - Technology Drive,40.45492279999999,-80.2047815,842.0,IKEA,40.452779,-80.16833000000003,2019-07-15 06:05:00-04:00,4712755,83.0,2019-07-15,7,Monday,6,5,365,21900,6,20,22825,2019-07-15 05:31:46-04:00,40.45290173,-80.16815507,2019-07-15 06:06:23-04:00,40.45431969,-80.20419843,2019-07-15 06:20:25-04:00,,,0,6.0,6.0,21983.0,actadriver3,2064,1,40.4528,-80.1683,40.4549,-80.2048,"40.4522, -80.1676","40.4546, -80.2051","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","112 Technology Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4546,-80.2051,3,3,133.0,127,19906,"3, 127",06:00:00
16291,16345,2019-07-15 22:51:30-04:00,2019-07-15 22:42:33-04:00,Valassis,40.451583,-80.194163,537.0,IKEA,40.452779,-80.16833000000003,2019-07-15 22:42:33-04:00,4717223,0.0,2019-07-15,7,Monday,22,42,1362,81753,22,51,82290,2019-07-15 22:42:33-04:00,40.45296723,-80.16811014,2019-07-15 22:42:33-04:00,40.45182993,-80.19504991,2019-07-15 22:51:30-04:00,,,0,22.0,42.0,81753.0,actadriver1,2008,1,40.4528,-80.1683,40.4516,-80.1942,"40.4522, -80.1676","40.4522, -80.1946","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","20 Summit Park Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4522,-80.1946,3,3,56.0,56,81753,"3, 56",22:30:00
16298,16352,2019-07-15 06:15:05-04:00,2019-07-15 06:06:22-04:00,Valassis,40.451583,-80.194163,523.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 06:06:23-04:00,4712787,0.0,2019-07-15,7,Monday,6,6,366,21983,6,15,22505,2019-07-15 06:06:22-04:00,40.45290173,-80.16815507,2019-07-15 06:06:22-04:00,40.45180101,-80.19498353,2019-07-15 06:15:05-04:00,,,0,6.0,6.0,21982.0,actadriver3,2064,1,40.4528,-80.1683,40.4516,-80.1942,"40.4522, -80.1676","40.4522, -80.1946","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","20 Summit Park Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4522,-80.1946,3,3,56.0,56,21982,"3, 56",06:00:00
16311,16365,2019-07-15 06:50:29-04:00,2019-07-15 06:35:23-04:00,Valassis,40.451583,-80.194163,906.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 06:35:23-04:00,4712843,0.0,2019-07-15,7,Monday,6,35,395,23723,6,50,24629,2019-07-15 06:35:23-04:00,40.45295545,-80.16815272,2019-07-15 06:35:23-04:00,40.45183831,-80.1949982,2019-07-15 06:50:29-04:00,,,0,6.0,35.0,23723.0,actadriver3,2064,1,40.4528,-80.1683,40.4516,-80.1942,"40.4522, -80.1676","40.4522, -80.1946","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","20 Summit Park Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4522,-80.1946,3,3,56.0,56,23723,"3, 56",06:30:00
16508,16562,2019-07-15 09:23:38-04:00,2019-07-15 09:19:47-04:00,IHOP,40.4564485,-80.16932740000001,231.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:19:48-04:00,4713341,0.0,2019-07-15,7,Monday,9,19,559,33588,9,23,33818,2019-07-15 09:19:47-04:00,40.45295889,-80.16810553,2019-07-15 09:19:47-04:00,40.45666239,-80.16932418,2019-07-15 09:23:38-04:00,,,0,9.0,19.0,33587.0,actadriver1,2008,1,40.4528,-80.1683,40.4564,-80.1693,"40.4522, -80.1676","40.4563, -80.1693","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1002 Sutherland Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4563,-80.1693,3,3,11.0,11,33587,"3, 11",09:15:00
16542,16596,2019-07-15 16:33:11-04:00,2019-07-15 16:11:59-04:00,"IKEA Park Manor Boulevard, Pittsburgh, PA, USA",40.45652844,-80.16890500000002,,"1000 Sutherland Dr, Pittsburgh, PA  15205, United States",40.45652844,-80.16890500000002,2019-07-15 16:11:59-04:00,4714695,,2019-07-15,7,Monday,16,11,971,58319,16,33,59591,2019-07-15 16:11:59-04:00,40.45652844,-80.16890500000002,2019-07-15 16:33:11-04:00,40.45652844,-80.16890500000002,2019-07-15 16:33:11-04:00,,2019-07-15 16:33:11-04:00,1,16.0,33.0,59591.0,actadriver1,2008,1,40.4565,-80.1689,40.4565,-80.1689,"40.4563, -80.1693","40.4563, -80.1693","1002 Sutherland Dr, Pittsburgh, PA 15205, USA","1002 Sutherland Dr, Pittsburgh, PA 15205, USA",40.4563,-80.1693,40.4563,-80.1693,11,11,11.0,11,58319,"11, 11",16:00:00
16771,16829,2019-07-15 12:36:06-04:00,2019-07-15 12:15:50-04:00,Bayer Corporation,40.44483424,-80.16675474,1216.0,IKEA,40.452779,-80.16833000000003,2019-07-15 12:15:51-04:00,4713849,0.0,2019-07-15,7,Monday,12,15,735,44151,12,36,45366,2019-07-15 12:15:50-04:00,40.45299191,-80.16807854,2019-07-15 12:15:50-04:00,40.44272853,-80.1655146,2019-07-15 12:36:06-04:00,,,0,12.0,15.0,44150.0,actadriver1,2008,1,40.4528,-80.1683,40.4448,-80.1668,"40.4522, -80.1676","40.445, -80.1663","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Bayer Rd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.445,-80.1663,3,3,117.0,114,44150,"3, 114",12:15:00
16795,16853,2019-07-15 08:08:01-04:00,2019-07-15 07:51:12-04:00,Bayer Corporation,40.44483424,-80.16675474,1009.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:51:12-04:00,4713071,0.0,2019-07-15,7,Monday,7,51,471,28272,8,8,29281,2019-07-15 07:51:12-04:00,40.4529969,-80.16807703,2019-07-15 07:51:12-04:00,40.44330625,-80.16918034,2019-07-15 08:08:01-04:00,,,0,7.0,51.0,28272.0,actadriver1,2008,1,40.4528,-80.1683,40.4448,-80.1668,"40.4522, -80.1676","40.445, -80.1663","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Bayer Rd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.445,-80.1663,3,3,117.0,114,28272,"3, 114",07:45:00
17232,17290,2019-07-15 13:09:47-04:00,2019-07-15 13:01:05-04:00,Cigna Healthcare,40.4535316,-80.1886535,522.0,IKEA,40.452779,-80.16833000000003,2019-07-15 13:01:05-04:00,4714017,0.0,2019-07-15,7,Monday,13,1,781,46865,13,9,47387,2019-07-15 13:01:05-04:00,40.45296828,-80.16814861,2019-07-15 13:01:05-04:00,40.45387956,-80.18844975,2019-07-15 13:09:47-04:00,,,0,13.0,1.0,46865.0,actadriver1,2008,1,40.4528,-80.1683,40.4535,-80.1887,"40.4522, -80.1676","40.4537, -80.189","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 Park Ln Dr #350, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4537,-80.189,3,3,12.0,12,46865,"3, 12",13:00:00
17266,17324,2019-07-15 10:05:53-04:00,2019-07-15 09:55:04-04:00,Cigna Healthcare,40.4535316,-80.1886535,649.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:55:05-04:00,4713449,0.0,2019-07-15,7,Monday,9,55,595,35705,10,5,36353,2019-07-15 09:55:04-04:00,40.45296132,-80.16815331,2019-07-15 09:55:04-04:00,40.45526613,-80.18773536,2019-07-15 10:05:53-04:00,,,0,9.0,55.0,35704.0,actadriver3,2064,1,40.4528,-80.1683,40.4535,-80.1887,"40.4522, -80.1676","40.4537, -80.189","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 Park Ln Dr #350, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4537,-80.189,3,3,12.0,12,35704,"3, 12",09:45:00
17273,17331,2019-07-15 08:13:02-04:00,2019-07-15 07:51:25-04:00,Cigna Healthcare,40.4535316,-80.1886535,1297.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:51:25-04:00,4713083,0.0,2019-07-15,7,Monday,7,51,471,28285,8,13,29582,2019-07-15 07:51:25-04:00,40.45299787,-80.16812783,2019-07-15 07:51:25-04:00,40.45386636,-80.18830768,2019-07-15 08:13:02-04:00,,,0,7.0,51.0,28285.0,actadriver3,2064,1,40.4528,-80.1683,40.4535,-80.1887,"40.4522, -80.1676","40.4537, -80.189","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 Park Ln Dr #350, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4537,-80.189,3,3,12.0,12,28285,"3, 12",07:45:00
17277,17335,2019-07-15 07:25:08-04:00,2019-07-15 07:07:43-04:00,Cigna Healthcare,40.4535316,-80.1886535,1045.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:07:43-04:00,4712939,0.0,2019-07-15,7,Monday,7,7,427,25663,7,25,26708,2019-07-15 07:07:43-04:00,40.45298517,-80.16808994,2019-07-15 07:07:43-04:00,40.45386133,-80.18838907,2019-07-15 07:25:08-04:00,,,0,7.0,7.0,25663.0,actadriver1,2008,1,40.4528,-80.1683,40.4535,-80.1887,"40.4522, -80.1676","40.4537, -80.189","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 Park Ln Dr #350, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4537,-80.189,3,3,12.0,12,25663,"3, 12",07:00:00
17456,17514,2019-07-15 10:03:34-04:00,2019-07-15 09:54:35-04:00,"BCHH, Inc.",40.4576241,-80.1911604,539.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:54:33-04:00,4713443,2.0,2019-07-15,7,Monday,9,54,594,35673,10,3,36214,2019-07-15 09:54:35-04:00,40.4529775,-80.16806999,2019-07-15 09:54:35-04:00,40.4648689,-80.16140286,2019-07-15 10:03:34-04:00,,,0,9.0,54.0,35675.0,actadriver1,2008,1,40.4528,-80.1683,40.4576,-80.1912,"40.4522, -80.1676","40.4577, -80.1905","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","181 Montour Run Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4577,-80.1905,3,3,46.0,46,35675,"3, 46",09:45:00
17624,17683,2019-07-15 08:50:46-04:00,2019-07-15 08:49:58-04:00,"Taco Bell, 121 Costco Dr, Pittsburgh, PA 15205, USA",40.457906,-80.16790340000001,48.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:49:59-04:00,4713233,0.0,2019-07-15,7,Monday,8,49,529,31799,8,50,31846,2019-07-15 08:49:58-04:00,40.45299845,-80.16808868,2019-07-15 08:49:58-04:00,40.45764341,-80.16813872,2019-07-15 08:50:46-04:00,,,0,8.0,49.0,31798.0,actadriver1,2008,1,40.4528,-80.1683,40.4579,-80.1679,"40.4522, -80.1676","40.4579, -80.1682","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","121 Costco Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4579,-80.1682,3,3,21.0,21,31798,"3, 21",08:45:00
17632,17691,2019-07-15 14:32:14-04:00,2019-07-15 14:24:28-04:00,"Taco Bell, 121 Costco Dr, Pittsburgh, PA 15205, USA",40.457906,-80.16790340000001,463.0,IKEA,40.452779,-80.16833000000003,2019-07-15 14:24:28-04:00,4714265,3.0,2019-07-15,7,Monday,14,24,864,51868,14,32,52334,2019-07-15 14:24:28-04:00,40.44781939999999,-80.18274897,2019-07-15 14:24:31-04:00,40.45765234,-80.16775425,2019-07-15 14:32:14-04:00,,,0,14.0,24.0,51871.0,actadriver1,2008,1,40.4528,-80.1683,40.4579,-80.1679,"40.4522, -80.1676","40.4579, -80.1682","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","121 Costco Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4579,-80.1682,3,3,21.0,21,51868,"3, 21",14:15:00
17919,17982,2019-07-15 08:18:43-04:00,2019-07-15 07:52:05-04:00,Protek Cargo,40.431141,-80.13122209999999,1598.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:52:06-04:00,4713087,0.0,2019-07-15,7,Monday,7,52,472,28326,8,18,29923,2019-07-15 07:52:05-04:00,40.45329274,-80.16784293,2019-07-15 07:52:05-04:00,40.43537978,-80.13076013,2019-07-15 08:18:43-04:00,,,0,7.0,52.0,28325.0,actadriver1,2008,1,40.4528,-80.1683,40.4311,-80.1312,"40.4522, -80.1676","40.4335, -80.131","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","612 Parkway View Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4335,-80.131,3,3,38.0,38,28325,"3, 38",07:45:00
18070,18133,2019-07-15 08:32:10-04:00,2019-07-15 08:27:46-04:00,Fairfield Inn & Suites Pittsburgh Airport,40.4556668,-80.1712458,264.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:27:46-04:00,4713155,0.0,2019-07-15,7,Monday,8,27,507,30466,8,32,30730,2019-07-15 08:27:46-04:00,40.45303135,-80.16808365,2019-07-15 08:27:46-04:00,40.4556885,-80.1718571,2019-07-15 08:32:10-04:00,,,0,8.0,27.0,30466.0,actadriver1,2008,1,40.4528,-80.1683,40.4557,-80.1712,"40.4522, -80.1676","40.4555, -80.1711","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1004 Sutherland Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4555,-80.1711,3,3,69.0,69,30466,"3, 69",08:15:00
18072,18135,2019-07-15 09:59:05-04:00,2019-07-15 09:54:35-04:00,Fairfield Inn & Suites Pittsburgh Airport,40.4556668,-80.1712458,270.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:54:33-04:00,4713445,2.0,2019-07-15,7,Monday,9,54,594,35673,9,59,35945,2019-07-15 09:54:35-04:00,40.4529775,-80.16806999,2019-07-15 09:54:35-04:00,40.455696,-80.17180463,2019-07-15 09:59:05-04:00,,,0,9.0,54.0,35675.0,actadriver1,2008,1,40.4528,-80.1683,40.4557,-80.1712,"40.4522, -80.1676","40.4555, -80.1711","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1004 Sutherland Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4555,-80.1711,3,3,69.0,69,35675,"3, 69",09:45:00
18094,18157,2019-07-15 08:54:06-04:00,2019-07-15 08:47:59-04:00,Fairfield Inn & Suites Pittsburgh Airport,40.4556668,-80.1712458,367.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:48:00-04:00,4713211,0.0,2019-07-15,7,Monday,8,48,528,31680,8,54,32046,2019-07-15 08:47:59-04:00,40.45299845,-80.16808868,2019-07-15 08:47:59-04:00,40.45571268,-80.17164404,2019-07-15 08:54:06-04:00,,,0,8.0,47.0,31679.0,actadriver1,2008,1,40.4528,-80.1683,40.4557,-80.1712,"40.4522, -80.1676","40.4555, -80.1711","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1004 Sutherland Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4555,-80.1711,3,3,69.0,69,31679,"3, 69",08:45:00
18556,18621,2019-07-15 08:30:33-04:00,2019-07-15 08:02:09-04:00,Homewood Suites Pittsburgh Airport,40.4587849,-80.1759107,618.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:02:09-04:00,4713101,1086.0,2019-07-15,7,Monday,8,2,482,28929,8,30,30633,2019-07-15 08:02:09-04:00,40.45373208,-80.17140649,2019-07-15 08:20:15-04:00,40.46261996,-80.19943541,2019-07-15 08:30:33-04:00,,,0,8.0,20.0,30015.0,actadriver3,2064,1,40.4528,-80.1683,40.4588,-80.1759,"40.4522, -80.1676","40.4585, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 GSK Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4585,-80.1761,3,3,45.0,45,28929,"3, 45",08:00:00
18570,18635,2019-07-15 07:58:41-04:00,2019-07-15 07:51:12-04:00,Homewood Suites Pittsburgh Airport,40.4587849,-80.1759107,449.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:51:12-04:00,4713069,0.0,2019-07-15,7,Monday,7,51,471,28272,7,58,28721,2019-07-15 07:51:12-04:00,40.4529969,-80.16807703,2019-07-15 07:51:12-04:00,40.45908967,-80.17543945,2019-07-15 07:58:41-04:00,,,0,7.0,51.0,28272.0,actadriver1,2008,1,40.4528,-80.1683,40.4588,-80.1759,"40.4522, -80.1676","40.4585, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 GSK Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4585,-80.1761,3,3,45.0,45,28272,"3, 45",07:45:00
18571,18636,2019-07-15 07:17:34-04:00,2019-07-15 07:07:43-04:00,Homewood Suites Pittsburgh Airport,40.4587849,-80.1759107,591.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:07:43-04:00,4712937,0.0,2019-07-15,7,Monday,7,7,427,25663,7,17,26254,2019-07-15 07:07:43-04:00,40.45298517,-80.16808994,2019-07-15 07:07:43-04:00,40.458701,-80.17571261,2019-07-15 07:17:34-04:00,,,0,7.0,7.0,25663.0,actadriver1,2008,1,40.4528,-80.1683,40.4588,-80.1759,"40.4522, -80.1676","40.4585, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 GSK Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4585,-80.1761,3,3,45.0,45,25663,"3, 45",07:00:00
18573,18638,2019-07-15 19:07:54-04:00,2019-07-15 18:49:26-04:00,Homewood Suites Pittsburgh Airport,40.4587849,-80.1759107,1108.0,IKEA,40.452779,-80.16833000000003,2019-07-15 18:49:27-04:00,4715729,0.0,2019-07-15,7,Monday,18,49,1129,67767,19,7,68874,2019-07-15 18:49:26-04:00,40.44926126,-80.17582644,2019-07-15 18:49:26-04:00,40.45299971,-80.16812447,2019-07-15 19:07:54-04:00,,,0,18.0,49.0,67766.0,actadriver1,2008,1,40.4528,-80.1683,40.4588,-80.1759,"40.4522, -80.1676","40.4585, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 GSK Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4585,-80.1761,3,3,45.0,45,67766,"3, 45",18:45:00
18608,18673,2019-07-15 06:45:10-04:00,2019-07-15 06:35:23-04:00,Homewood Suites Pittsburgh Airport,40.4587849,-80.1759107,587.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 06:35:23-04:00,4712841,0.0,2019-07-15,7,Monday,6,35,395,23723,6,45,24310,2019-07-15 06:35:23-04:00,40.45295545,-80.16815272,2019-07-15 06:35:23-04:00,40.45872761,-80.17573776,2019-07-15 06:45:10-04:00,,,0,6.0,35.0,23723.0,actadriver3,2064,1,40.4528,-80.1683,40.4588,-80.1759,"40.4522, -80.1676","40.4585, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","2000 GSK Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4585,-80.1761,3,3,45.0,45,23723,"3, 45",06:30:00
19193,19268,2019-07-15 08:30:29-04:00,2019-07-15 07:47:00-04:00,FedEx Ground,40.4635467,-80.1772186,614.0,"2001 Park Manor Blvd, Pittsburgh, PA 15205, USA",40.452779,-80.16833000000003,2019-07-15 08:15:00-04:00,4713059,315.0,2019-07-15,7,Monday,8,15,495,29700,8,30,30629,2019-07-15 07:47:00-04:00,40.45373208,-80.17140649,2019-07-15 08:20:15-04:00,40.46248857,-80.19948838,2019-07-15 08:30:29-04:00,,,0,8.0,20.0,30015.0,actadriver3,2064,1,40.4528,-80.1683,40.4635,-80.1772,"40.4522, -80.1676","40.4631, -80.1782","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1000 Fedex Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4631,-80.1782,3,3,32.0,32,28020,"3, 32",08:15:00
19263,19338,2019-07-15 06:26:03-04:00,2019-07-15 06:06:22-04:00,FedEx Ground,40.4635467,-80.1772186,1181.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 06:06:23-04:00,4712789,0.0,2019-07-15,7,Monday,6,6,366,21983,6,26,23163,2019-07-15 06:06:22-04:00,40.45290173,-80.16815507,2019-07-15 06:06:22-04:00,40.46301022,-80.17664309,2019-07-15 06:26:03-04:00,,,0,6.0,6.0,21982.0,actadriver3,2064,1,40.4528,-80.1683,40.4635,-80.1772,"40.4522, -80.1676","40.4631, -80.1782","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1000 Fedex Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4631,-80.1782,3,3,32.0,32,21982,"3, 32",06:00:00
19280,19355,2019-07-15 07:56:46-04:00,2019-07-15 07:51:12-04:00,FedEx Ground,40.4635467,-80.1772186,334.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:51:12-04:00,4713075,0.0,2019-07-15,7,Monday,7,51,471,28272,7,56,28606,2019-07-15 07:51:12-04:00,40.4529969,-80.16807703,2019-07-15 07:51:12-04:00,40.46302862,-80.17664971,2019-07-15 07:56:46-04:00,,,0,7.0,51.0,28272.0,actadriver1,2008,1,40.4528,-80.1683,40.4635,-80.1772,"40.4522, -80.1676","40.4631, -80.1782","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1000 Fedex Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4631,-80.1782,3,3,32.0,32,28272,"3, 32",07:45:00
19286,19361,2019-07-15 18:26:18-04:00,2019-07-15 18:19:04-04:00,FedEx Ground,40.4635467,-80.1772186,434.0,IKEA,40.452779,-80.16833000000003,2019-07-15 18:19:05-04:00,4715485,0.0,2019-07-15,7,Monday,18,19,1099,65945,18,26,66378,2019-07-15 18:19:04-04:00,40.45298492,-80.16812615,2019-07-15 18:19:04-04:00,40.46301903,-80.1765929,2019-07-15 18:26:18-04:00,,,0,18.0,19.0,65944.0,actadriver1,2008,1,40.4528,-80.1683,40.4635,-80.1772,"40.4522, -80.1676","40.4631, -80.1782","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1000 Fedex Dr, Moon, PA 15108, USA",40.4522,-80.1676,40.4631,-80.1782,3,3,32.0,32,65944,"3, 32",18:15:00
